ID	Drinks	Size
88663	Lots	Thin
88664	None	Thin
88665	None	*
88666	Little	Fat
88667	None	*
88668	None	Fat
88669	None	Fat
88670	None	Fat
88671	*	Fat
88672	*	Thin
88673	Little	Fat
88674	*	Thin
88675	None	Thin
88676	None	Fat
88677	Lots	Thin
88678	None	Thin
88679	Lots	Fat
88680	Little	*
88681	None	Fat
88682	None	Fat
88683	Lots	*
88684	*	*
88685	Lots	Fat
88686	Little	Fat
88687	Lots	Fat
88688	*	Thin
88689	Lots	Thin
88690	None	Thin
88691	Lots	*
88692	None	*
88693	None	Thin
88694	None	*
88695	Little	Thin
88696	Little	Thin
88697	None	Thin
88698	Lots	Thin
88699	*	Fat
88700	Lots	Thin
88701	None	Thin
88702	None	Fat
88703	None	Thin
88704	Lots	Thin
88705	*	Thin
88706	Little	Thin
88707	None	Thin
88708	Lots	*
88709	None	*
88710	Little	Fat
88711	Little	Thin
88712	Lots	Thin
88713	None	Thin
88714	Lots	Fat
88715	Lots	Thin
88716	*	*
88717	None	Fat
88718	*	Fat
88719	Lots	Fat
88720	*	Fat
88721	None	*
88722	Little	Fat
88723	None	Fat
88724	Lots	Thin
88725	Little	*
88726	Lots	Thin
88727	*	*
88728	Little	Thin
88729	*	Thin
88730	None	Thin
88731	Lots	*
88732	*	Thin
88733	Lots	*
88734	Lots	Thin
88735	Little	Thin
88736	Little	*
88737	Little	Fat
88738	None	Fat
88739	Lots	Thin
88740	*	Fat
88741	None	Thin
88742	None	Thin
88743	Lots	*
88744	*	Fat
88745	Lots	Thin
88746	*	Fat
88747	None	Fat
88748	None	*
88749	None	Thin
88750	None	Thin
88751	None	*
88752	*	*
88753	Little	Thin
88754	None	Thin
88755	None	Fat
88756	Lots	Thin
88757	Lots	Thin
88758	*	*
88759	None	*
88760	*	*
88761	Little	Thin
88762	None	*
88763	None	Thin
88764	Lots	Thin
88765	Lots	Thin
88766	Little	Fat
88767	None	Thin
88768	None	Fat
88769	Little	Fat
88770	*	*
88771	None	Fat
88772	None	Fat
88773	Lots	Fat
88774	*	Thin
88775	None	*
88776	None	Fat
88777	None	Thin
88778	None	Thin
88779	None	Thin
88780	Little	Thin
88781	Little	Thin
88782	*	Thin
88783	*	*
88784	Little	Thin
88785	Lots	*
88786	Little	Thin
88787	Little	Fat
88788	*	Thin
88789	None	Thin
88790	Lots	Thin
88791	None	Thin
88792	Little	Thin
88793	Lots	Thin
88794	*	Fat
88795	Lots	Thin
88796	Little	Fat
88797	None	Thin
88798	Lots	Fat
88799	Little	*
88800	None	Fat
88801	Lots	Thin
88802	*	*
88803	None	Thin
88804	None	Fat
88805	Lots	*
88806	Lots	Thin
88807	None	Fat
88808	Lots	Fat
88809	Lots	Thin
88810	Lots	*
88811	Lots	Thin
88812	None	Thin
88813	Little	Thin
88814	Little	Thin
88815	Lots	Thin
88816	None	Thin
88817	Lots	Fat
88818	None	Fat
88819	Little	Thin
88820	Little	Thin
88821	Lots	Thin
88822	Lots	Thin
88823	Little	Fat
88824	None	Fat
88825	None	*
88826	*	Fat
88827	Lots	Fat
88828	Lots	Thin
88829	Little	*
88830	Lots	Thin
88831	Lots	Fat
88832	Lots	Thin
88833	Lots	Fat
88834	Little	Fat
88835	Little	Fat
88836	*	Fat
88837	Lots	Thin
88838	Little	Fat
88839	None	Thin
88840	Lots	Thin
88841	None	Thin
88842	None	Thin
88843	None	*
88844	Little	Thin
88845	*	Thin
88846	Little	Fat
88847	*	Fat
88848	Lots	Thin
88849	None	Thin
88850	*	Thin
88851	Little	Thin
88852	None	*
88853	None	Thin
88854	Lots	Thin
88855	*	*
88856	None	Thin
88857	Lots	Fat
88858	*	Fat
88859	Lots	Thin
88860	None	Thin
88861	None	Fat
88862	None	Thin
88863	None	Thin
88864	Lots	Fat
88865	Little	Fat
88866	*	*
88867	Little	Fat
88868	None	*
88869	*	Fat
88870	Lots	Thin
88871	Little	Thin
88872	None	Fat
88873	Lots	Fat
88874	None	Thin
88875	*	*
88876	Lots	*
88877	*	Thin
88878	None	Fat
88879	Little	Fat
88880	*	Thin
88881	Lots	Thin
88882	Lots	Fat
88883	None	Thin
88884	Lots	Fat
88885	Little	Fat
88886	None	Thin
88887	None	Fat
88888	Little	Thin
88889	*	Fat
88890	None	*
88891	Little	Thin
88892	Lots	Fat
88893	None	Fat
88894	*	*
88895	Lots	Thin
88896	*	Thin
88897	Little	Thin
88898	None	*
88899	None	*
88900	None	Fat
88901	Little	Fat
88902	Little	*
88903	Little	*
88904	None	Thin
88905	Lots	Thin
88906	Lots	*
88907	*	Thin
88908	None	Thin
88909	Little	Fat
88910	*	Fat
88911	*	*
88912	Little	*
88913	Little	Thin
88914	Lots	Fat
88915	Little	Thin
88916	Lots	Fat
88917	*	Thin
88918	Lots	Thin
88919	Lots	Fat
88920	None	Thin
88921	None	Thin
88922	None	Thin
88923	Little	Fat
88924	*	*
88925	Lots	Thin
88926	Lots	Thin
88927	None	Fat
88928	*	*
88929	None	Thin
88930	Little	Thin
88931	None	Thin
88932	Lots	Thin
88933	Lots	Fat
88934	*	*
88935	*	Thin
88936	None	Thin
88937	Little	Fat
88938	None	Thin
88939	Lots	*
88940	Lots	Fat
88941	Lots	Thin
88942	Little	Fat
88943	None	Thin
88944	None	Fat
88945	None	Thin
88946	*	*
88947	Little	Thin
88948	None	*
88949	*	Thin
88950	Lots	Thin
88951	Lots	Thin
88952	Lots	Thin
88953	Lots	Thin
88954	*	Thin
88955	Lots	Fat
88956	Little	Thin
88957	None	Thin
88958	None	Thin
88959	Little	Fat
88960	None	Thin
88961	None	Fat
88962	*	Thin
88963	Lots	Thin
88964	None	Fat
88965	Little	Fat
88966	Lots	Thin
88967	Lots	*
88968	None	Fat
88969	None	Thin
88970	Lots	Fat
88971	None	*
88972	None	*
88973	*	Thin
88974	Lots	Thin
88975	Little	Fat
88976	Little	Thin
88977	*	Thin
88978	None	Fat
88979	*	Thin
88980	Lots	Thin
88981	Little	Fat
88982	*	Fat
88983	Little	*
88984	Little	Thin
88985	None	Thin
88986	Lots	Thin
88987	Lots	Thin
88988	Little	Fat
88989	*	Thin
88990	Little	Fat
88991	Lots	Thin
88992	None	Fat
88993	Little	Thin
88994	None	*
88995	None	Thin
88996	None	Fat
88997	None	Fat
88998	Lots	Thin
88999	*	Thin
89000	*	Fat
89001	Little	Thin
89002	None	Fat
89003	Little	Fat
89004	Little	Thin
89005	None	Thin
89006	Lots	Thin
89007	Lots	Thin
89008	*	Fat
89009	Lots	Fat
89010	*	*
89011	*	Fat
89012	Little	Fat
89013	Lots	Thin
89014	None	Thin
89015	None	Thin
89016	None	Fat
89017	Little	Fat
89018	*	Thin
89019	Little	Thin
89020	*	Fat
89021	*	Fat
89022	Lots	Thin
89023	*	Thin
89024	*	*
89025	Lots	Thin
89026	None	Thin
89027	*	*
89028	Little	Thin
89029	None	Thin
89030	None	*
89031	*	Thin
89032	None	Thin
89033	None	Fat
89034	*	Fat
89035	Little	Fat
89036	Little	Fat
89037	Little	Fat
89038	Little	Thin
89039	Lots	Thin
89040	None	Thin
89041	*	*
89042	None	Fat
89043	None	Thin
89044	None	Thin
89045	None	Fat
89046	Little	Thin
89047	None	Fat
89048	None	Fat
89049	Lots	Fat
89050	Lots	Thin
89051	Little	Thin
89052	None	Thin
89053	*	Thin
89054	Lots	Fat
89055	Lots	Fat
89056	Little	Fat
89057	None	Thin
89058	*	Thin
89059	*	Thin
89060	*	*
89061	None	Fat
89062	*	Fat
89063	Lots	Thin
89064	*	Fat
89065	*	Fat
89066	*	Fat
89067	Little	Thin
89068	Little	*
89069	Little	Thin
89070	Lots	Fat
89071	Lots	Thin
89072	Little	Fat
89073	None	Fat
89074	None	Thin
89075	*	*
89076	None	*
89077	*	*
89078	None	Fat
89079	Lots	Fat
89080	Little	Fat
89081	*	Thin
89082	*	Thin
89083	None	Fat
89084	Little	Fat
89085	Lots	Fat
89086	None	*
89087	Lots	Thin
89088	*	Fat
89089	*	Fat
89090	Lots	Fat
89091	None	Thin
89092	*	Fat
89093	Lots	*
89094	*	Thin
89095	Lots	*
89096	None	Fat
89097	Little	Thin
89098	*	Fat
89099	None	*
89100	*	*
89101	None	Fat
89102	Lots	Fat
89103	None	Thin
89104	None	*
89105	None	*
89106	None	Thin
89107	Lots	*
89108	Little	Thin
89109	*	Fat
89110	None	Thin
89111	None	Thin
89112	*	Fat
89113	*	Fat
89114	None	Thin
89115	Little	Thin
89116	Lots	Fat
89117	*	*
89118	None	Thin
89119	None	*
89120	Little	Thin
89121	None	Fat
89122	Lots	*
89123	*	Fat
89124	*	*
89125	None	Thin
89126	Little	Thin
89127	Lots	Thin
89128	None	Thin
89129	*	Thin
89130	Little	*
89131	None	*
89132	Lots	*
89133	Lots	Thin
89134	Lots	Thin
89135	None	Thin
89136	None	Thin
89137	Lots	Thin
89138	Lots	*
89139	Little	Fat
89140	*	Thin
89141	None	Thin
89142	Lots	*
89143	*	Thin
89144	Little	*
89145	None	Fat
89146	Lots	Thin
89147	Little	Thin
89148	None	Fat
89149	None	Thin
89150	*	Fat
89151	*	*
89152	Lots	Thin
89153	*	Thin
89154	Little	Thin
89155	Little	*
89156	Lots	*
89157	None	Thin
89158	Little	Thin
89159	Little	Fat
89160	Lots	Thin
89161	None	*
89162	None	Thin
89163	Lots	*
89164	None	Thin
89165	*	*
89166	Lots	*
89167	Lots	*
89168	Little	Fat
89169	Little	*
89170	None	Thin
89171	None	Fat
89172	Little	Thin
89173	Lots	Thin
89174	Little	Fat
89175	None	Fat
89176	Little	Fat
89177	None	Thin
89178	Lots	*
89179	None	*
89180	Lots	Thin
89181	None	Fat
89182	Little	Thin
89183	*	Fat
89184	*	Thin
89185	None	Fat
89186	Little	Fat
89187	None	Thin
89188	Little	Fat
89189	None	Thin
89190	Lots	Thin
89191	Lots	Fat
89192	Little	Fat
89193	Lots	Thin
89194	Lots	*
89195	Lots	*
89196	None	*
89197	Lots	Thin
89198	None	Thin
89199	Little	Thin
89200	Little	*
89201	*	Fat
89202	None	Thin
89203	*	Fat
89204	*	Thin
89205	None	Thin
89206	Little	Fat
89207	Lots	Thin
89208	None	Thin
89209	Lots	Thin
89210	Lots	Thin
89211	Lots	Fat
89212	*	Thin
89213	Lots	Fat
89214	*	Thin
89215	Little	Thin
89216	None	Thin
89217	*	Thin
89218	None	Thin
89219	Lots	Thin
89220	*	Fat
89221	None	Fat
89222	*	Thin
89223	*	Thin
89224	Little	Thin
89225	Little	Thin
89226	None	Fat
89227	Little	*
89228	Lots	Fat
89229	*	Thin
89230	Lots	Thin
89231	Lots	*
89232	Little	Fat
89233	Little	Thin
89234	Lots	Thin
89235	None	Fat
89236	Little	Thin
89237	None	Fat
89238	*	*
89239	Lots	Thin
89240	*	Fat
89241	None	Thin
89242	None	Fat
89243	Little	*
89244	*	Thin
89245	Little	*
89246	None	*
89247	None	Thin
89248	Lots	Thin
89249	*	Fat
89250	Little	Thin
89251	Lots	Fat
89252	None	Thin
89253	*	Thin
89254	None	Fat
89255	None	Thin
89256	None	Thin
89257	Little	Fat
89258	Little	Thin
89259	Little	Thin
89260	Little	Fat
89261	Little	Fat
89262	None	*
89263	*	Thin
89264	Lots	Thin
89265	None	*
89266	None	Fat
89267	None	Thin
89268	None	Thin
89269	Lots	Thin
89270	Lots	Fat
89271	Lots	Fat
89272	Lots	Thin
89273	Lots	Thin
89274	Lots	Fat
89275	None	Fat
89276	None	Fat
89277	None	Fat
89278	*	*
89279	None	*
89280	Lots	Fat
89281	*	Thin
89282	*	Fat
89283	*	Thin
89284	None	Thin
89285	Little	Thin
89286	Lots	Fat
89287	Lots	Thin
89288	None	*
89289	None	Fat
89290	*	Fat
89291	*	Thin
89292	Lots	*
89293	Lots	Thin
89294	Little	Thin
89295	Little	Fat
89296	Little	*
89297	None	Fat
89298	None	Fat
89299	None	*
89300	Little	Thin
89301	Little	*
89302	Little	Fat
89303	None	Thin
89304	None	Thin
89305	None	Thin
89306	None	Thin
89307	Little	Fat
89308	Lots	Thin
89309	*	Thin
89310	None	Thin
89311	None	Thin
89312	None	Fat
89313	Lots	Fat
89314	*	Fat
89315	Lots	Thin
89316	Little	Thin
89317	Little	Thin
89318	None	Thin
89319	*	Fat
89320	*	*
89321	Lots	Fat
89322	*	Thin
89323	Lots	Thin
89324	Lots	Thin
89325	*	Thin
89326	Lots	Thin
89327	None	*
89328	Little	Thin
89329	*	Thin
89330	Little	Thin
89331	*	Fat
89332	Little	Thin
89333	None	Thin
89334	*	Fat
89335	None	Thin
89336	None	Fat
89337	Little	Thin
89338	Lots	Thin
89339	Lots	Thin
89340	Little	Thin
89341	*	Fat
89342	*	Thin
89343	Lots	*
89344	*	Fat
89345	None	Thin
89346	None	Thin
89347	*	Fat
89348	Little	Fat
89349	*	Fat
89350	*	Thin
89351	Lots	*
89352	Lots	*
89353	Lots	Fat
89354	None	Fat
89355	Little	Fat
89356	Little	*
89357	None	Fat
89358	Little	Fat
89359	Lots	Thin
89360	None	*
89361	Lots	Thin
89362	Little	*
89363	*	Thin
89364	None	Thin
89365	None	Fat
89366	Lots	Fat
89367	Lots	Thin
89368	*	*
89369	*	Fat
89370	Little	Thin
89371	*	*
89372	None	*
89373	None	Fat
89374	Lots	*
89375	*	Thin
89376	Lots	Thin
89377	Lots	Thin
89378	Lots	Fat
89379	None	Fat
89380	None	Fat
89381	Little	Fat
89382	*	*
89383	Lots	*
89384	*	Thin
89385	Little	*
89386	*	Fat
89387	None	Thin
89388	None	Fat
89389	Lots	Fat
89390	Little	*
89391	*	*
89392	Little	*
89393	*	Thin
89394	Lots	*
89395	*	*
89396	Lots	Thin
89397	None	Fat
89398	Little	Fat
89399	*	Thin
89400	Lots	Fat
89401	*	Thin
89402	None	Thin
89403	None	Fat
89404	Little	Thin
89405	None	Thin
89406	None	Thin
89407	Lots	*
89408	None	Thin
89409	None	Fat
89410	Lots	Fat
89411	Lots	Thin
89412	Lots	Thin
89413	*	*
89414	*	Thin
89415	Little	Thin
89416	Lots	Fat
89417	None	*
89418	*	Fat
89419	Lots	Fat
89420	None	Fat
89421	None	Thin
89422	Lots	Thin
89423	*	Fat
89424	*	Thin
89425	None	Fat
89426	None	Thin
89427	*	Fat
89428	Lots	Fat
89429	*	Fat
89430	*	Thin
89431	*	Fat
89432	*	Fat
89433	None	*
89434	None	*
89435	Lots	Thin
89436	*	Fat
89437	Lots	*
89438	None	Thin
89439	*	Fat
89440	Little	Thin
89441	Lots	*
89442	Little	*
89443	Little	Fat
89444	Little	*
89445	Little	Thin
89446	Lots	Thin
89447	None	Fat
89448	Lots	Fat
89449	*	Thin
89450	*	*
89451	*	Thin
89452	*	Thin
89453	Little	*
89454	Little	Thin
89455	None	Thin
89456	Little	Thin
89457	None	Thin
89458	*	Thin
89459	Lots	Fat
89460	*	Thin
89461	Little	Thin
89462	None	Thin
89463	*	Thin
89464	*	Thin
89465	Little	Thin
89466	Little	Fat
89467	Little	*
89468	Lots	Thin
89469	Lots	Thin
89470	None	Thin
89471	Lots	Thin
89472	*	Thin
89473	None	Fat
89474	*	*
89475	Little	Fat
89476	Lots	Fat
89477	Lots	Thin
89478	Lots	Fat
89479	*	Fat
89480	Lots	Thin
89481	Lots	Fat
89482	None	Fat
89483	None	Fat
89484	Little	Thin
89485	Lots	Fat
89486	Little	*
89487	None	Thin
89488	Lots	Fat
89489	None	Thin
89490	Lots	Thin
89491	None	Fat
89492	None	Thin
89493	Lots	Thin
89494	*	Fat
89495	None	Thin
89496	Little	Thin
89497	Little	Thin
89498	None	Thin
89499	None	*
89500	Little	Thin
89501	Little	Thin
89502	None	Thin
89503	None	Thin
89504	*	Thin
89505	Little	Fat
89506	Little	*
89507	None	Fat
89508	*	Fat
89509	Lots	*
89510	Little	Thin
89511	Lots	Fat
89512	None	*
89513	None	Thin
89514	Little	Thin
89515	None	Fat
89516	Lots	Thin
89517	*	*
89518	Lots	*
89519	Little	Thin
89520	*	Thin
89521	Lots	Fat
89522	None	Fat
89523	None	Thin
89524	None	*
89525	*	Thin
89526	Lots	*
89527	*	Fat
89528	None	*
89529	None	Thin
89530	*	Thin
89531	None	*
89532	None	*
89533	Lots	Thin
89534	Little	Fat
89535	None	*
89536	Lots	Thin
89537	None	Thin
89538	*	*
89539	None	*
89540	*	Fat
89541	None	Thin
89542	Lots	Fat
89543	Little	Thin
89544	Lots	Thin
89545	Little	Fat
89546	None	Thin
89547	Lots	Thin
89548	Little	Thin
89549	*	Fat
89550	Little	Thin
89551	None	Fat
89552	Little	Fat
89553	*	Thin
89554	*	Fat
89555	Lots	Thin
89556	None	Fat
89557	Lots	Fat
89558	None	Fat
89559	*	Thin
89560	Lots	Thin
89561	Lots	Fat
89562	Little	Thin
89563	Little	*
89564	*	Fat
89565	Lots	Thin
89566	None	Thin
89567	Little	Thin
89568	*	Thin
89569	*	Thin
89570	Little	Fat
89571	Little	*
89572	Lots	Fat
89573	Lots	*
89574	*	*
89575	*	Thin
89576	Little	Fat
89577	None	Thin
89578	Little	Thin
89579	Lots	Thin
89580	*	Thin
89581	None	Thin
89582	Little	Fat
89583	Little	Fat
89584	None	Thin
89585	*	Thin
89586	*	Fat
89587	None	*
89588	*	*
89589	None	*
89590	*	Fat
89591	Little	Fat
89592	Little	Thin
89593	None	*
89594	None	*
89595	None	Fat
89596	Little	*
89597	None	Thin
89598	None	Fat
89599	Little	Thin
89600	*	Fat
89601	Little	Fat
89602	Little	Fat
89603	None	Thin
89604	None	Fat
89605	None	Fat
89606	*	Thin
89607	*	Fat
89608	Lots	Thin
89609	*	Fat
89610	Lots	Thin
89611	None	Fat
89612	None	Thin
89613	Lots	Thin
89614	*	*
89615	*	Thin
89616	Little	Fat
89617	Little	Fat
89618	Lots	*
89619	Lots	Thin
89620	Lots	Fat
89621	Lots	Thin
89622	Little	*
89623	Little	Fat
89624	Little	Fat
89625	*	Fat
89626	Little	Thin
89627	Little	Fat
89628	*	Thin
89629	None	*
89630	Little	Fat
89631	*	Thin
89632	None	Fat
89633	Little	Fat
89634	None	Fat
89635	None	Thin
89636	None	Thin
89637	Little	Thin
89638	Lots	*
89639	*	*
89640	*	*
89641	None	Thin
89642	Lots	Thin
89643	None	*
89644	None	Fat
89645	Lots	Thin
89646	Lots	Thin
89647	None	Fat
89648	*	Fat
89649	Lots	Fat
89650	Lots	Thin
89651	Lots	Thin
89652	None	Fat
89653	*	Fat
89654	Lots	*
89655	None	Fat
89656	Little	Fat
89657	*	Thin
89658	None	*
89659	Little	Fat
89660	Little	Fat
89661	Lots	Fat
89662	Lots	Thin
89663	Lots	*
89664	Lots	Thin
89665	None	Thin
89666	*	Thin
89667	Lots	Thin
89668	None	Fat
89669	None	Fat
89670	*	Thin
89671	*	Fat
89672	None	*
89673	Lots	*
89674	Little	Fat
89675	None	Thin
89676	Lots	Thin
89677	*	Thin
89678	Lots	Thin
89679	Lots	Fat
89680	None	Fat
89681	*	Thin
89682	Lots	*
89683	Lots	Fat
89684	Little	Fat
89685	*	*
89686	None	*
89687	None	Thin
89688	*	Fat
89689	*	Fat
89690	Lots	Thin
89691	*	*
89692	Little	*
89693	None	*
89694	None	Fat
89695	Lots	*
89696	Little	Thin
89697	Little	Fat
89698	None	*
89699	*	Thin
89700	None	Fat
89701	*	Thin
89702	None	Fat
89703	None	Fat
89704	*	Thin
89705	*	*
89706	Lots	*
89707	None	Thin
89708	Lots	Fat
89709	*	Thin
89710	Little	Fat
89711	None	Fat
89712	Lots	Fat
89713	Little	Fat
89714	None	Thin
89715	None	Fat
89716	*	Thin
89717	Lots	Thin
89718	None	Thin
89719	None	*
89720	Little	Thin
89721	None	*
89722	None	Thin
89723	None	Thin
89724	Lots	Thin
89725	None	Fat
89726	None	Fat
89727	None	Fat
89728	Lots	Thin
89729	None	Thin
89730	*	Fat
89731	None	Thin
89732	*	Fat
89733	None	Thin
89734	None	Thin
89735	None	Thin
89736	Little	Fat
89737	*	Thin
89738	None	Fat
89739	Little	Fat
89740	None	Thin
89741	None	Fat
89742	None	*
89743	Little	Fat
89744	None	Thin
89745	Lots	*
89746	Little	Thin
89747	Little	Thin
89748	Little	*
89749	Little	*
89750	Little	Fat
89751	Little	Fat
89752	*	Fat
89753	Lots	Thin
89754	Little	Fat
89755	Little	Fat
89756	*	Fat
89757	Little	Fat
89758	Little	Thin
89759	None	Thin
89760	None	Thin
89761	Little	Fat
89762	None	*
89763	*	Fat
89764	None	Thin
89765	Little	*
89766	Little	*
89767	*	Thin
89768	*	Fat
89769	None	*
89770	Little	Thin
89771	*	Fat
89772	None	Thin
89773	*	Fat
89774	*	Fat
89775	None	*
89776	Lots	Thin
89777	None	Fat
89778	Lots	Thin
89779	*	Thin
89780	None	Thin
89781	None	Thin
89782	Lots	Thin
89783	Lots	Thin
89784	Lots	Thin
89785	Little	Fat
89786	Lots	Thin
89787	None	Thin
89788	None	*
89789	Little	*
89790	Little	Fat
89791	None	Thin
89792	Little	Thin
89793	None	Fat
89794	Little	Fat
89795	None	*
89796	*	*
89797	Lots	Thin
89798	*	Thin
89799	*	Fat
89800	Lots	Thin
89801	Little	Thin
89802	None	Fat
89803	Little	Fat
89804	None	Fat
89805	Little	Thin
89806	None	*
89807	Little	*
89808	Little	Thin
89809	Lots	Fat
89810	None	Fat
89811	None	Fat
89812	None	Fat
89813	Lots	Fat
89814	Little	*
89815	Lots	Fat
89816	None	*
89817	Lots	Thin
89818	None	*
89819	Little	Fat
89820	None	Thin
89821	*	Fat
89822	*	Fat
89823	None	Fat
89824	Lots	*
89825	Lots	*
89826	Lots	Fat
89827	None	Thin
89828	*	Thin
89829	Little	*
89830	*	Thin
89831	Little	Fat
89832	None	Thin
89833	Lots	*
89834	*	*
89835	Little	Thin
89836	*	Thin
89837	*	*
89838	Little	Fat
89839	Little	Fat
89840	Lots	Thin
89841	*	Fat
89842	None	Fat
89843	Lots	Thin
89844	Little	*
89845	Little	Fat
89846	None	Thin
89847	*	Thin
89848	*	Thin
89849	Lots	*
89850	None	Fat
89851	None	*
89852	None	Thin
89853	Little	*
89854	None	Fat
89855	Little	Thin
89856	*	*
89857	Little	Thin
89858	Lots	Fat
89859	Little	Thin
89860	None	Thin
89861	Lots	Thin
89862	*	*
89863	None	Thin
89864	*	*
89865	Lots	*
89866	*	Fat
89867	Little	Fat
89868	None	Thin
89869	*	*
89870	Little	Fat
89871	*	*
89872	*	Thin
89873	None	*
89874	Lots	Fat
89875	*	Fat
89876	None	Fat
89877	None	Thin
89878	*	*
89879	*	Thin
89880	*	Thin
89881	None	Fat
89882	None	*
89883	Little	Fat
89884	Lots	*
89885	None	Thin
89886	*	*
89887	None	Fat
89888	Little	Fat
89889	Lots	Fat
89890	*	Fat
89891	*	Fat
89892	Little	Fat
89893	None	Fat
89894	None	Fat
89895	None	Thin
89896	*	Fat
89897	None	Fat
89898	None	Fat
89899	None	Thin
89900	None	Thin
89901	*	Thin
89902	Little	Thin
89903	Lots	Fat
89904	*	Fat
89905	*	Fat
89906	Little	Fat
89907	Lots	*
89908	None	Thin
89909	Little	Thin
89910	None	Thin
89911	Little	Fat
89912	*	Thin
89913	Lots	*
89914	*	Thin
89915	None	Thin
89916	*	*
89917	None	Fat
89918	*	Fat
89919	Little	Thin
89920	None	Thin
89921	Lots	*
89922	Lots	Thin
89923	Lots	Fat
89924	*	Thin
89925	Little	Fat
89926	None	*
89927	None	Fat
89928	Lots	*
89929	Lots	Thin
89930	None	Fat
89931	None	Fat
89932	Lots	Thin
89933	Lots	Thin
89934	Little	*
89935	Little	Thin
89936	Lots	*
89937	*	*
89938	*	Fat
89939	Lots	Fat
89940	Lots	*
89941	None	Fat
89942	*	Thin
89943	None	Fat
89944	None	*
89945	Little	*
89946	Little	Fat
89947	Little	Fat
89948	*	*
89949	Lots	Thin
89950	None	Thin
89951	None	Fat
89952	Lots	Fat
89953	Lots	Fat
89954	Lots	Fat
89955	Little	Fat
89956	None	*
89957	Little	*
89958	*	Thin
89959	Little	*
89960	None	Thin
89961	Lots	Thin
89962	*	Fat
89963	Lots	Fat
89964	Little	Fat
89965	Lots	Thin
89966	Lots	Thin
89967	None	Thin
89968	None	Thin
89969	None	*
89970	Little	*
89971	*	*
89972	None	Fat
89973	None	*
89974	Little	Fat
89975	Little	Fat
89976	None	Fat
89977	Lots	Fat
89978	None	Thin
89979	None	*
89980	*	Fat
89981	Little	Fat
89982	*	Fat
89983	Lots	Fat
89984	*	Fat
89985	*	Fat
89986	*	Fat
89987	Little	Thin
89988	Lots	Thin
89989	None	Thin
89990	Lots	Fat
89991	None	Thin
89992	None	Fat
89993	Lots	Fat
89994	Little	Fat
89995	None	Fat
89996	*	Thin
89997	None	Thin
89998	Little	Thin
89999	Little	*
90000	*	Thin
90001	Little	Thin
90002	*	Fat
90003	*	Thin
90004	None	Fat
90005	Little	Fat
90006	*	Fat
90007	None	Fat
90008	Lots	Thin
90009	*	Thin
90010	Lots	Thin
90011	*	Thin
90012	None	Thin
90013	Lots	Fat
90014	Little	Fat
90015	Little	Fat
90016	*	Thin
90017	None	*
90018	None	Fat
90019	Lots	Thin
90020	None	Fat
90021	None	*
90022	None	Fat
90023	Little	Fat
90024	Little	Thin
90025	None	*
90026	None	Thin
90027	*	Fat
90028	*	Thin
90029	None	Fat
90030	*	Fat
90031	*	Thin
90032	Little	Thin
90033	*	Fat
90034	None	*
90035	Lots	*
90036	Little	Fat
90037	None	Thin
90038	None	Fat
90039	*	Fat
90040	Lots	Thin
90041	Little	Fat
90042	Little	Fat
90043	*	Thin
90044	*	Thin
90045	Lots	Fat
90046	None	*
90047	None	Fat
90048	Little	Thin
90049	None	Fat
90050	Little	Fat
90051	*	*
90052	Lots	Fat
90053	Lots	Thin
90054	*	*
90055	None	Fat
90056	Lots	Fat
90057	*	Thin
90058	Little	Fat
90059	None	Thin
90060	Little	*
90061	Lots	*
90062	*	Fat
90063	Little	Thin
90064	*	Fat
90065	*	Fat
90066	Lots	Fat
90067	Little	*
90068	Lots	Fat
90069	None	Thin
90070	None	Fat
90071	*	Thin
90072	None	Thin
90073	None	Thin
90074	Lots	*
90075	*	*
90076	*	Thin
90077	None	Fat
90078	Little	Thin
90079	*	Fat
90080	None	Thin
90081	Lots	Thin
90082	*	Fat
90083	*	Fat
90084	Lots	*
90085	None	Thin
90086	Lots	*
90087	None	*
90088	Lots	*
90089	Lots	*
90090	Little	Thin
90091	Lots	Thin
90092	None	Thin
90093	Little	Fat
90094	Lots	Thin
90095	None	Thin
90096	None	Thin
90097	None	Fat
90098	None	Thin
90099	None	Thin
90100	None	Thin
90101	None	Fat
90102	None	Fat
90103	Lots	*
90104	Lots	Thin
90105	*	Fat
90106	Lots	Fat
90107	Little	Fat
90108	Lots	*
90109	None	Thin
90110	Lots	Thin
90111	None	Fat
90112	*	Thin
90113	Lots	Thin
90114	Lots	Thin
90115	Lots	Thin
90116	*	Thin
90117	None	Thin
90118	None	Thin
90119	*	*
90120	*	Fat
90121	None	Thin
90122	Little	Fat
90123	*	*
90124	None	Fat
90125	Lots	Thin
90126	Little	Fat
90127	None	Thin
90128	Little	Thin
90129	Lots	Fat
90130	*	*
90131	Little	Thin
90132	Little	Thin
90133	None	Thin
90134	Lots	Thin
90135	*	Thin
90136	Little	Fat
90137	Little	*
90138	Lots	Fat
90139	Lots	*
90140	None	*
90141	Lots	Thin
90142	Lots	Thin
90143	Lots	Thin
90144	*	Fat
90145	Lots	Thin
90146	Little	Fat
90147	None	Thin
90148	None	*
90149	Little	Thin
90150	*	Fat
90151	Little	Thin
90152	*	Thin
90153	None	*
90154	*	Thin
90155	None	*
90156	None	Thin
90157	*	Thin
90158	None	Thin
90159	Lots	Thin
90160	Lots	Thin
90161	None	Thin
90162	Lots	Fat
90163	*	Thin
90164	Lots	Thin
