class stalk_root stalk_surface_below_ring population gill_attachment cap_shape cap_surface gill_color spore_print_color bruises habitat stalk_color_above_ring ring_type cap_color odor gill_spacing gill_size stalk_shape ring_number stalk_color_below_ring veil_type
d t s k n e x b p e v s o f t f c w w p w
d t s k n e x b p e v s o f t f c p w w p
d t s n n e f b p e y s o y t f c p w g w
d e s h f p f b l g v k o y f f c h w p b
p t s w y p k n e e v k o s f f c b w p p
m e s k l e b b p y n s o s t f c w w w w
d t s u a e x n p w v s o f t f w w w g p
d t s n n e x b p e y s o f t f c n w p g
g t s k n e f b e n s s o f f f w k w w w
l t k w y p k n e e v k o y f f c b w w p
g e s n p p f n p n s f o f t f c p w w w
d t s n n e x b p e v s o f t f c u w w w
g t s k n e x b e w s f o f f f w p w w w
d t s k n e x b p e v s o y t f c w w p g
d t s w f p k n e n y k o s f f c b w w w
u e s n n e x n p g v s o f f f c n w w w
d t s n n e x b p e v s o y t f c n w p w
l e s b n e k b p n v s o s f f w n w w o
d t s n n e f b p e y s o y t f c u w g p
u t f h f p f b p g v s o s t f c p w w w
d t s k n e f b p n v s o y t f c p w p g
p e k h f p f b l g y k o y f f c p w p b
g t s n n e f b e g n k o f f f w k w w w
g t f n n e f b e w a s o s f f w k w w w
p t s w y p f n e n v k o y f f c b w p w
d e s h f p f b l g v k o f f f c h w p p
u t s h f p x b p w s s o s t f c h w w w
d t s w y p f n e n n k o y f f c b w w p
m e s r n p f b p b v s t s t f c w w w w
l t s w y p f n e n v k o s f f c b n y w
l e s b n e k b p n c s o s f f w o n o o
p e k h f p x b l g v k o y f f c h w p p
g e k h f p x b l y y k o y f f c p w n b
d t s k n e x b p g y s o y t f c p w p w
d t s w f p k n e n y f o g f f c b w w p
d t s k n e x b p n y s o y t f c w w p p
d e k w m p x b n n c y o f f f c g w w c
d t s w f p x n e n v s n g f f c b w w p
g e s k a e x b p w s s o f t f c w w w w
p t k w f p k n e e v s o y f f c b w p w
g e k h f p f b l y v k o f f f c p w p b
g e s n a e x b p y y y o y t f c n w w w
d e k h f p x b l g y k o y f f c p w c n
p e k h f p x b l g v k o y f f c h w p n
d t s w s p f n e e v k n s f f c g w w w
p e k h f p x b l g v k o y f f c p w p b
m e s n a e b b p w n s o y t f c k w w w
d t s k n e f b p n y s o f t f c p w g w
g e s n l e f b p y s k o y t f c b w w w
g e s k a e x b p n n s o f t f c k w w w
g t s h f p f b l y y k o y t f c p w w p
g e k h f p f b p g v s o s t f c n w p w
p t k w s p f n e n v k o y f f c b w b p
l t s w y p k n e n v k o y f f c b w w n
d t s k n e f b p e y s o y t f c n w g w
m e s k a e x b p y s s o s t f c n w w w
u e s n p p f n p n s s o f t f c p w w w
p t k w y p x n e e v s o s f f c b w b p
g t s h f p f b l g v k o y f f c p w w n
u e s n n e x n p g y s o f f f c g w w w
l t s w y p f n e u v s o g f f c e w p p
d t s k n e f b p e y s o y t f c w w w w
g e s k l e x b p y n k o f t f c g w w w
g t f k n e f b e w s f o s f f w n w w w
d e k h f p f b l y v k o y f f c p w b p
g e s k p p f n p w v s o s t f c k w w w
p e k h f p x b l y v k o y f f c h w p b
d t s n n e f b p g y s o y t f c w w w p
m e s n l e x b p w n s o s t f c w w w w
g e k h f p f b l g y k o y f f c g w p p
d t s n n e x b p g y s o y t f c u w w w
d t s k n e x b p n y s o f t f c n w w w
d e s n c p f n p p v s o f f f c u w p w
d t s k n e f b p g y s o y t f c u w w g
d t s n n e f b p e v s o f t f c u w p g
w e s w n e f b e e c s t s t f c w w w w
g e s k l e f b p w s y o f t f c w w w w
d t s k n e x b p g v s o y t f c p w w n
l t k w s p x n e e v s o y f f c b w p p
g t s n n e b b e g s f o s f f w h w w w
d e k h f p f b l g v k o y f f c h w w n
w e s w n e k b e p c s t y t f c e w w w
d e k h f p x b l g v k o f f f c g w p n
u e s k p p f n p w v f o f t f c p w w w
g e s r n e b b e g s f t g f f w p w w w
g t s n n e x b e g s f o f f f w k w w w
d t s n n e f b p n y s o y t f c w w w g
g e k h f p f b l y v k o f f f c g w p n
d t s k n e f b p n v s o f t f c u w w w
l e s o n e f b p n v s o s f f w n w w o
d t s n n e x b p n y s o f t f c n w g p
g t f n n e x b e n a f o s f f w k w w w
p t s w s p f n e n v s o y f f c b w p p
g e s n a e b b p y n k o y t f c w w w w
l t s w s p f n e e v s o y f f c b w w p
m e s n l e b b p w n s o s t f c h w w w
d t s w s p x n e e v k o y f f c b w w p
p e k h f p f b l g y k o y f f c h w p b
d e k h f p f b l g y k o f f f c g w w n
l t s w s p k n e n v s o s f f c b w w w
w e s w n e x b e p c s t s t f c e w w w
d t s k n e f b p n y s o y t f c u w w p
g t s k n e x b p p s s o g f f w k w w w
g t s h f p x b l y y k o y t f w g w w n
d t s w f p x n e n y y o f f f c w w w p
g e s w n p b b p g a y t f f f w p w w w
l t s w f p f n e e v k o y f f c b w p w
d t s n n e f b p n v s o f t f c p w p w
m e s n a e b b p w n s o s t f c k w w w
d e k h f p x b l y y k o f f f c h w w n
g t s n n e x b p g n k o y t f w k w w w
d t s w s p f n e n v s o y f f c b w p p
w e s w n e f b e b c s t y t f c w w e e
d e k h f p x b l y v k o f f f c h w n b
d t s w y p k n e n v s o y f f c b w w p
d t s k n e x b p g v s o f t f c u w g g
l t s w f p x n e n v k o s f f c b w w p
g t s n n e x b p w a f o s t f w n w w w
l e s o n e k b p n c s o s f f c o w w o
d t s w f p f n e n v s o y f f c b w p p
d e s h f p x b l g v k o f f f c p w w n
g t s k n e b b e n a s o f f f w p w w w
g e s w n e k b e n v f t s t f c n w w w
d t s n n e f b p e y s o y t f c p w g p
d t k w f p f n e e y s o s f f c b w p w
d t s k n e f b p e v s o y t f c n w p g
d t s n n e x b p e v s o f t f c w w g g
d t s n n e x b p e v s o y t f c n w w w
g e k h f p f b l g v k o f f f c p w p n
p e k h f p x b l g v k o f f f c h w p p
d t s k n e x b p n y s o y t f c n w g p
l e s n n e b b p n v s o s f a c y w w o
p e s k a e x b p n s y o y t f c p w w w
g e s n a e f b p y n s o y t f c g w w w
l t k w y p f n e n v k o s f f c b n c p
d t s n n e f b p g v s o y t f w u w g g
d t s k n e f b p g v s o f t f c w w w w
d t s n n e x b p n y s o y t f c u w p p
p t k w y p k n e n v s o y f f c b w b w
l t s w s p f n e n v s o y f a w b w p n
d t s n n e x b p e v s o y t f c w w w p
u t s h f p x b p g s s o s t f c w w w w
l t k w y p x n e n v k o y f a w b w w p
g t f k n e x b p w s s o f f f w w w w w
d t s w s p x n e n v k o y f f c b w w w
u t f h f p x b p w v s o y t f c w w w w
d t s k n e f b p g y s o f t f c n w g w
g e k w n e x b e g s f t g t f w r w w w
u e s k n e x n p g v s o f f f c n w w w
d e s k c p x n p g s s o f f f c w w w p
m e s n l e x b p w s s o s t f c k w w w
g e k w n e x b p g a k t s f f c p w w w
g e k w n e k b e w s f t s t f w k w w w
g e s k a e f b p y s k o y t f c w w w w
d t s n n e x b p e y k o g t f c g w p w
g t s h f p x b l g y k o f f f w h w w n
d t s n n e x b p e y s o f t f c w w g p
g e s k l e x b p y s s o y t f c w w w w
p t k w y p x n e n v s o y f f c b w n w
l t k w s p x n e n v k o s f f c b w p p
g e k h f p x b l y v k o f f f c p w p b
d t k w f p x n e n v k o s f f c b w p w
d t s w s p x n e n v s o s f f c b w w p
d t s n a e x n p w v s o f t f w p w w w
d t s n n p f b p g v s o y t f c n w w p
d t k w f p f n e e v s o s f f c b w b w
p e k h f p x b l y v k o f f f c p w p b
g t f k n e x b p p n s o y f f w n w w w
g e s n p p f n p n s s o s t f c k w w w
d t s k n e x b p g y s o f t f c n w p w
d t s w f p k n e n y y o f f f w w w w w
d t s n n e x b p e v s o y t f c w w g w
m e s k l e x b p y s s o y t f c g w w w
l t k w f p x n e n v k o s f f c b w p w
l t k w y p x n e e v s o s f f c b w w p
d t s n n e f b p e v s o f t f c u w w p
g e s n a e x b p n s k o s t f c w w w w
p t s w f p k n e n v k o y f f c b w p w
g t f k n e x b e n s s o s f f w h w w w
d e s k c p f n p w s s o f f f w u w w w
d t s n n e f b p e y s o y t f c u w w p
l t k w f p f n e e v k o s f f c b w w w
d t s w y p k n e e v s o y f f c b w w w
w e s w n e x b e e c s t s t f c e w e w
g e k h f p f b l y v k o f f f c h w n b
g e s n l e x b p w s y o y t f c g w w w
d t s k n e f b p n v s o f t f c w w g w
d t s n n e f b p n v s o y t f c n w w g
d t s k n e x b p e v s o y t f c w w p g
l t k w f p f n e e v k o s f f c b o o p
p t k w y p k n e e v s o y f f c b w p w
w e s w n e x b e e c s t s t f c e w w e
g t s h f p x b l y y k o f t f c p w w b
p t k w y p f n e n v s o y f f c b w n p
g t f k n p f b e n a f o s f f w p w w w
d t k w f p k n e n v s o s f f c b w n w
d e k h f p x b l y v k o f f f c h w w p
g e s w n e x b p g s s t f f f w p w w w
p e k h f p f b l g v k o y f f c p w b n
g t s k n e x b p w a s o s f f w n w w w
d t s n n e x b p e y s o y t f c p w w p
p e k h f p f b l g y k o f f f c g w n p
d t s w f p x n e e v s o y f f c b w p w
p e k k a e f b p y y s o s t f c y w b w
d t s k n e x b p e y s o f t f c w w w w
g e k h f p x b l y y k o y f f c h w n p
l t s w f p k n e e v k o y f f c b w w n
d t k w f p k n e n v y o f f f c w w n w
d e k h f p x b l g v k o y f f c g w p n
p t k w f p x n e e v s o s f f c b w w p
g e s k a e b b p y s s o y t f c p w w w
g e s n p p x n p w s s o y t f c n w w w
g t s n n e x b e w s f o s f f w h w w w
l t s w f p k n e e v s o s f f c b w w n
l e s b n e k b p n v s o s f f w y w y o
g e k h f p x b p g v s o s t f c h w b w
d t k w y p x n e e v k o y f f c b w w w
p t s w s p f n e n v s o y f f c b w w p
g e k w n e k b e n a s t g f f w g w w w
l e s y n e k b p n v s o s f f w n w w o
d e s k c p f n p w s s o f f f c p w w p
p e k h f p f b l g y k o f f f c g w n p
l e y r f p f n e e v k o s f f w b w e w
w e s w n e f b e b c s t y t f c w w w w
p t s w f p f n e e v k t s f f c h w w p
d t s n n e x b p e v s o y t f c n w p w
d t s k n e x b p n v s o y t f c n w p g
g e s r n e b b p w s s t s f f w w w w w
g e s r n e b b e n n f t y t f w h w w w
d e k h f p f b l y y k o f f f c g w p p
d t s k n e f b p n v s o y t f c u w g w
g e s n l e f b p n s s o f t f c g w w w
g e s k a e x b p w n s o s t f c w w w w
u e s n n e x n p g v s o f f f c n w w w
p t k w s p k n e e v k o y f f c b w p w
l e s o s p x n e n v k t f f f c e w w w
g e s k a e b b p y s k o f t f c n w w w
m e s k a e x b p y n s o s t f c w w w w
d t s k n e f b p e y s o f t f c p w g g
d e k h f p f b l y v k o f f f c p w p b
g t f k n e x b e g s f o s f f w h w w w
d t s n n e f b p g v s o y t f c w w w p
d t s k n e x b p g y s o f t f c u w w p
g e k h f p f b l y v k o y f f c g w p n
d t s k n e f b p n v s o y t f c w w p w
d e k h f p x b l y v k o y f f c p w w p
w e s w n e k b e b c s t y t f c w w w e
g t f n n e x b p w s s o f f f w g w w w
d t s w s p x n e e v s o s f f c b w p p
d t s k n e x b p n y s o y t f c p w g g
u e s k n e x n p n v s o s f f c p w w w
u t f h f p x b p b s s o s t f c h w w w
u e s n n e s n p g y s o f f f c n w w w
g e s n p p f n p w v s o s t f c p w w w
p e k h f p f b l y y k o y f f c g w w n
l t k w y p f n e e v s o s f f c b w p w
d t k w f p x n e n y s o y f f c b w n p
g e s n p p x n p w v s o s t f c p w w w
g t s n n e x b p g a f o s t f w w w w w
l e s n n e x b p n c s o s f f w n w w o
g t s k n e f b e w a f o f f f w k w w w
g t f h f p x b l y y k o y t f c p w w n
m e s r n p b b p w v s t s t f c r w w w
g e k h f p x b p b y y o g t f c e w n w
g e k h f p f b l y v k o y f f c g w p b
m e s n a e b b p w s s o y t f c n w w w
g e s n p p b n p w v s o s t f c n w w w
d t s k n e f b p g v s o f t f c w w g w
d t s n n e f b p e v s o y t f c p w g w
m e s n l e b b p w n s o y t f c g w w w
m e s n a e x b p w n s o s t f c k w w w
d t s n n e f b p e v s o y t f c p w g w
d t s k n e x b p n y s o y t f c w w w w
l t k w s p f n e n v k o s f f c b n y p
p t s w f p x n e n v k o s f f c b w p p
g e k h f p f b l g v k o f f f c h w b p
p e k h f p f b l g y k o f f f c h w p p
d t s n n e x b p e y s o f t f c u w g p
l e s y n e x b p n c s o s f f w y w w o
p t k w s p x n e n v s o y f f c b w w p
l e s b n e k b p n c s o s f f w y w w o
d t s n n e x b p n v s o y t f c p w p g
l e s w n e f n p n v s o y f f w w w w o
p e s n l e f b p n s y o y t f c w w w w
g e s n p p x n p w s s o y t f c k w w w
g t s k n e f b p g a f o s t f w w w w w
d t s u a e f n p y v s o s t f w g w w w
l t k w f p f n e e v s o s f f c b n c w
d t s k n e f b p g v s o f t f c p w w g
g e s w n e x b p g s s t s f f w w w w w
d t k w s p x n e e v s o s f f c b w p p
l t k w s p x n e n v s o s f f c b w w w
u t s h f p x b p b s f o s t f c n w w w
u e s k p p x n p n s f o y t f c n w w w
d t s k n e x b p n v s o y t f c n w w p
d t s u a e x n p y v s o f f f w w w w g
p t s w y p k n e n v s o s f f c b w w w
g t s n n e f b e n a f o f f f w n w w w
d e k h f p f b l y v k o y f f c h w p p
g t s k n e f b p w a y o f t f w o w w w
p t k w f p f n e e v k o s f f c b w p w
p t k w y p k n e n v k o y f f c b w w p
p t s w f p k n e n v k o y f f c b w p w
p e k h f p x b l y v k o f f f c g w b p
d t s k n e x b p e y s o y t f c n w w w
d e s n c p x n p w s s o f f f w u w w g
l t k w y p x n e e v k o y f a c b w w p
d t s k n e f b p n v s o f t f c w w g g
d t s n n e x b p g y s o y t f c u w p g
p e y w n e k b p n v s o g t f c p w n w
d t s k n e x b p n y s o y t f c n w p w
d t s k n e x b p n v s o y t f c n w w p
g e s w n e b b e g a f t f t f w e w w w
m e s n a e x b p w s s o y t f c g w w w
g e s k a e f b p n n k o g t f c g w w w
d t s w y p x n e n v s o y f f c b w w p
d t s k n e f b p n y s o f t f c n w p w
d t s w f p k n e n y k o s f f c b w w w
l e s b n e b b p n v s o s f f w y w w o
d t s k n e f b p g v s o f t f c n w p p
p e k h f p f b l g v k o y f f c p w w b
d t s n n e f b p g v s o y t f c n w g p
d t k w y p x n e e v s o y f f c b w w w
d e k h f p f b l y v k o f f f c p w p b
p e k h f p f b l y v k o y f f c g w p p
p t k w f p x n e e y k o y f f c b w b p
m e s n l e x b p w s s o y t f c w w w w
u e s n n e f n p e y s o g f f c y w w w
p e k h f p x b l y y k o f f f c p w p b
d t s w f p x n e e v s o s f f c b w p w
p e s k l e f b p n s y o y t f c w w w w
d t s n n e f b p n v s o f t f c w w g w
l t s w y p x n e n v s o y f f c b w p w
p e k h f p x b l g y k o f f f c g w n p
g t s n n e f b e w s f o s f f w h w w w
u t f h f p f b p w s f o s t f c h w w w
g t f k n e x b e w a s o y f f w r w w w
g e s k p p f n p n s s o y t f c p w w w
g t f k n e x b p w a s o s f f w h w w w
d t s n n e f b p n y s o y t f c n w p p
p e k h f p f b l y v k o f f f c g w b p
g t s k n e x b e g a s o s f f w h w w w
d e s h n e x n f u v f o y f f c p w w w
l t s w s p x n e e v s o y f a c b w p p
g t f n n e f b e g a f o s f f w p w w w
g e f k l e b b p y n s o y t f c n w w w
d t s k n e f b p g y s o y t f c p w w w
g t f k n e x b e w a s o f f f w n w w w
g t f h f p x b l g y k o y t f c g w w b
d t s n n e f b p g y s o y t f c n w p p
p e k h f p f b l g v k o f f f c p w b b
d t s n n e f b p g y s o f t f c p w p w
d e k h f p x b l y v k o f f f c p w w n
d e k h n e f n e n v s o s f f c b w b p
d e k h f p x b l g v k o y f f c g w b p
g t f n n e f b e n s s o s f f w k w w w
d e k h f p x b l y v k o f f f c p w n n
d e k h n e x n f w v f o y f f c w w y w
d t s k n e x b p e v s o f t f c n w g p
g t s k n p f b p g s s o f f f w o w w w
p t s w f p f n e e v s t f f f c e w p w
d e s k c p f n p p s s o s f f c p w p w
w e s w n e f b e n c s t s t f c e w e w
l t s w y p f n e e v s o s f f c b y g w
p t s w f p x n e e y k o s f f w b w p w
l t k w y p k n e e v k o s f f c b w w n
d t s k n e f b p e v s o y t f c u w w g
l e s n n e k b p n c s o s f f w y w w o
p e k h f p x b l g y k o y f f c p w w b
g e s w n p b b e w s y t y t f w r w w w
d t s n n e f b p n y s o y t f c p w w p
d t s k n e f b p e y s o f t f c w w w w
d t k w s p f n e e v s o y f f c b w p w
g e k h f p f b l g s k o f f f c p w p n
m e s n a e x b p w s s o s t f c n w w w
d t s n n e x b p g v s o f t f c w w p p
p e k h f p f b l g v k o f f f c p w p n
g e k h f p x b l y v k o y f f c h w p n
l t k w f p f n e e v k o s f f c b w w p
d t s n n e f b p n y s o y t f c w w p g
d e k h f p f b l g v k o f f f c g w w p
d t s w s p k n e e v k o y f f c b w w p
d t s n n e f b p e y s o f t f c u w w w
d t s k n e x b p g v s o f t f c w w p g
d t s n n e x b p g v s o y t f c n w p w
d e k h f p f b l y v k o y f f c p w p b
g t f h f p f b p b y y o y t f w n w w w
d e s k c p x n p g v s o s f f c g w w w
l t s w s p f n e e v s o y f f c b w w p
g e k h f p x b l g y k o f f f c g w b b
d t s k n e f b p e y s o f t f c n w g w
d t s k n e x b p n y s o y t f c p w p w
d e s h f p x b l g v k o y f f c g w w b
p e y w n e x b p c y y o s t f c y w n w
d t s k n e x b p n v s o y t f c n w g w
d t s n n e x b p n v s o y t f c w w w g
p e k h f p f b l y v k o f f f c p w w n
d e s n c p f n p w v s o f f f w n w w g
d e k h f p f b l y y k o f f f c h w p n
u t s h f p x b p g v f o s t f c w w w w
g t s n n e f b e n a f o s f f w k w w w
g e s r n e b b e w n k t f t f w b w w w
d t s u l e x n p w v s o s t f w n w w p
g e k h f p f b l g v k o f f f c p w n n
p t k w y p f n e n v s o s f f c b w b p
l t s w f p f n e e v k o s f f c b w w w
l t s w y p f n e e v s o y f f c b w w p
m e s n l e b b p w n s o y t f c n w w w
l e s o n e f b p w c s o y f f w w w w o
g e s n p p x n p w v s o s t f c w w w w
d t s k n e x b p n y s o f t f c u w p w
d t s k n e f b p e v s o f t f c n w w w
g e s r n e f b p w s s t f f f w p w w w
d t s w f p x n e n v k o s f f c b w p p
g t s h f p x b l g v k o f t f c p w w b
g t s n n e f b e g a s o s f f w k w w w
d e s h f p f b l g v k o f f f c p w p p
d e k h f p f b l y y k o f f f c h w w b
d t s k n e x b p e y s o f t f c u w p p
m e s r n p b b p b v s t s t f c g w w w
g e s n a e f b p y s s o y t f c w w w w
g t s n n e f b e g v k o f f f c k w w w
d t s n n e x b p e y s o f t f c u w p w
p t s w y p f n e e v s o s f f c b w w p
p t k w y p x n e e v s o y f f c b w n w
l t s w s p f n e e v k o y f f c b o y p
g e s n p p x n p n v s o y t f c w w w w
g e k h f p x b l y y k o f f f c h w p b
d t s w f p f n e n v s o y f f c b w w w
d e k h f p x b l g v k o f f f c g w p p
g e s n a e x b p y n s o y t f c w w w w
g t f k n e x b e w s f o s f f w h w w w
g t s n n e f b p g a f o s f f w w w w w
g e s k l e f b p y s s o s t f c w w w w
d t s k n e f b p e y s o y t f c u w w n
d e k h f p x b l g y k o y f f c p w b n
g t f k n e x b e g n s o f f f w k w w w
d t s k n e x b p n v s o f t f c p w w g
p e s k l e x b p y y y o y t f c p w w w
g e k w n e k b p w s k t f f f w g w w w
p t s w s p k n e n v s o y f f c b w p p
